Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Environment verified: macOS detected with Metal (MPS) hardware acceleration available.

Vocab size: 488
Model config: {'sequence_len': 2048, 'vocab_size': 488, 'n_layer': 3, 'n_head': 1, 'n_kv_head': 1, 'n_embd': 128, 'window_pattern': 'L', 'dropout': 0.25}
Parameter counts:
  wte                     : 62,464
  value_embeds            : 124,928
  lm_head                 : 62,464
  transformer_matrices    : 589,888
  scalars                 : 6
  total                   : 839,750
Estimated FLOPs per token: 1.335130e+07
Scaling AdamW LRs by 1/sqrt(128/768) = 2.449490
Time budget: 300s
Gradient accumulation steps: 2

step 00000 (0.0%) | loss: 6.188484 | lrm: 1.00 | dt: 1706ms | tok/sec: 38,409 | mfu: 0.1% | epoch: 14 | remaining: 300s    
step 00165 (60.0%) | loss: 0.015391 | lrm: 0.80 | dt: 1160ms | tok/sec: 56,477 | mfu: 0.1% | epoch: 1120 | remaining: 119s    
step 00166 (60.4%) | loss: 0.015175 | lrm: 0.79 | dt: 1163ms | tok/sec: 56,332 | mfu: 0.1% | epoch: 1127 | remaining: 118s    
step 00167 (60.8%) | loss: 0.014862 | lrm: 0.78 | dt: 1176ms | tok/sec: 55,723 | mfu: 0.1% | epoch: 1133 | remaining: 117s    
step 00168 (61.1%) | loss: 0.014570 | lrm: 0.78 | dt: 1177ms | tok/sec: 55,661 | mfu: 0.1% | epoch: 1140 | remaining: 115s    
step 00169 (61.5%) | loss: 0.014391 | lrm: 0.77 | dt: 1181ms | tok/sec: 55,515 | mfu: 0.1% | epoch: 1147 | remaining: 114s    
step 00170 (61.9%) | loss: 0.014090 | lrm: 0.76 | dt: 1159ms | tok/sec: 56,544 | mfu: 0.1% | epoch: 1153 | remaining: 113s    
step 00171 (62.3%) | loss: 0.013797 | lrm: 0.75 | dt: 1160ms | tok/sec: 56,491 | mfu: 0.1% | epoch: 1160 | remaining: 112s    
step 00172 (62.7%) | loss: 0.013589 | lrm: 0.75 | dt: 1160ms | tok/sec: 56,506 | mfu: 0.1% | epoch: 1167 | remaining: 111s    
step 00173 (63.1%) | loss: 0.013343 | lrm: 0.74 | dt: 1165ms | tok/sec: 56,243 | mfu: 0.1% | epoch: 1173 | remaining: 110s    
step 00174 (63.5%) | loss: 0.013130 | lrm: 0.73 | dt: 1167ms | tok/sec: 56,153 | mfu: 0.1% | epoch: 1180 | remaining: 108s    
step 00175 (63.9%) | loss: 0.012905 | lrm: 0.72 | dt: 1155ms | tok/sec: 56,756 | mfu: 0.1% | epoch: 1187 | remaining: 107s    
step 00176 (64.3%) | loss: 0.012678 | lrm: 0.71 | dt: 1164ms | tok/sec: 56,325 | mfu: 0.1% | epoch: 1194 | remaining: 106s    
step 00177 (64.6%) | loss: 0.012609 | lrm: 0.71 | dt: 1157ms | tok/sec: 56,626 | mfu: 0.1% | epoch: 1200 | remaining: 105s    
step 00178 (65.0%) | loss: 0.012389 | lrm: 0.70 | dt: 1159ms | tok/sec: 56,525 | mfu: 0.1% | epoch: 1207 | remaining: 104s    
step 00179 (65.4%) | loss: 0.012209 | lrm: 0.69 | dt: 1164ms | tok/sec: 56,312 | mfu: 0.1% | epoch: 1214 | remaining: 103s    
step 00180 (65.8%) | loss: 0.011925 | lrm: 0.68 | dt: 1158ms | tok/sec: 56,581 | mfu: 0.1% | epoch: 1220 | remaining: 101s    
step 00181 (66.2%) | loss: 0.011684 | lrm: 0.68 | dt: 1160ms | tok/sec: 56,486 | mfu: 0.1% | epoch: 1227 | remaining: 100s    
step 00182 (66.6%) | loss: 0.011468 | lrm: 0.67 | dt: 1166ms | tok/sec: 56,190 | mfu: 0.1% | epoch: 1234 | remaining: 99s    
step 00183 (67.0%) | loss: 0.011248 | lrm: 0.66 | dt: 1166ms | tok/sec: 56,187 | mfu: 0.1% | epoch: 1241 | remaining: 98s    
step 00184 (67.4%) | loss: 0.011119 | lrm: 0.65 | dt: 1170ms | tok/sec: 55,998 | mfu: 0.1% | epoch: 1247 | remaining: 97s    
step 00185 (67.7%) | loss: 0.010916 | lrm: 0.65 | dt: 1181ms | tok/sec: 55,500 | mfu: 0.1% | epoch: 1254 | remaining: 96s    
step 00186 (68.1%) | loss: 0.010798 | lrm: 0.64 | dt: 1160ms | tok/sec: 56,490 | mfu: 0.1% | epoch: 1261 | remaining: 94s    
step 00187 (68.5%) | loss: 0.010669 | lrm: 0.63 | dt: 1161ms | tok/sec: 56,430 | mfu: 0.1% | epoch: 1267 | remaining: 93s    
step 00188 (68.9%) | loss: 0.010575 | lrm: 0.62 | dt: 1165ms | tok/sec: 56,242 | mfu: 0.1% | epoch: 1274 | remaining: 92s    
step 00189 (69.3%) | loss: 0.010367 | lrm: 0.61 | dt: 1162ms | tok/sec: 56,387 | mfu: 0.1% | epoch: 1281 | remaining: 91s    
step 00190 (69.7%) | loss: 0.010169 | lrm: 0.61 | dt: 1173ms | tok/sec: 55,853 | mfu: 0.1% | epoch: 1287 | remaining: 90s    
step 00191 (70.1%) | loss: 0.010006 | lrm: 0.60 | dt: 1172ms | tok/sec: 55,940 | mfu: 0.1% | epoch: 1294 | remaining: 89s    
step 00192 (70.5%) | loss: 0.009789 | lrm: 0.59 | dt: 1175ms | tok/sec: 55,792 | mfu: 0.1% | epoch: 1301 | remaining: 87s    
step 00193 (70.9%) | loss: 0.009691 | lrm: 0.58 | dt: 1171ms | tok/sec: 55,969 | mfu: 0.1% | epoch: 1308 | remaining: 86s    
step 00194 (71.2%) | loss: 0.009543 | lrm: 0.58 | dt: 1170ms | tok/sec: 56,016 | mfu: 0.1% | epoch: 1314 | remaining: 85s    
step 00195 (71.6%) | loss: 0.009433 | lrm: 0.57 | dt: 1168ms | tok/sec: 56,121 | mfu: 0.1% | epoch: 1321 | remaining: 84s    
step 00196 (72.0%) | loss: 0.009354 | lrm: 0.56 | dt: 1166ms | tok/sec: 56,192 | mfu: 0.1% | epoch: 1328 | remaining: 83s    
step 00197 (72.4%) | loss: 0.009240 | lrm: 0.55 | dt: 1167ms | tok/sec: 56,134 | mfu: 0.1% | epoch: 1334 | remaining: 82s    
step 00198 (72.8%) | loss: 0.009128 | lrm: 0.54 | dt: 1173ms | tok/sec: 55,878 | mfu: 0.1% | epoch: 1341 | remaining: 80s    
step 00199 (73.2%) | loss: 0.009002 | lrm: 0.54 | dt: 1173ms | tok/sec: 55,877 | mfu: 0.1% | epoch: 1348 | remaining: 79s    
step 00200 (73.6%) | loss: 0.008867 | lrm: 0.53 | dt: 1174ms | tok/sec: 55,837 | mfu: 0.1% | epoch: 1355 | remaining: 78s    
step 00201 (74.0%) | loss: 0.008836 | lrm: 0.52 | dt: 1175ms | tok/sec: 55,768 | mfu: 0.1% | epoch: 1361 | remaining: 77s    
step 00202 (74.4%) | loss: 0.008743 | lrm: 0.51 | dt: 1172ms | tok/sec: 55,922 | mfu: 0.1% | epoch: 1368 | remaining: 76s    
step 00203 (74.8%) | loss: 0.008617 | lrm: 0.50 | dt: 1172ms | tok/sec: 55,916 | mfu: 0.1% | epoch: 1375 | remaining: 75s    
step 00204 (75.2%) | loss: 0.008465 | lrm: 0.50 | dt: 1206ms | tok/sec: 54,345 | mfu: 0.1% | epoch: 1381 | remaining: 73s    
step 00205 (75.6%) | loss: 0.008357 | lrm: 0.49 | dt: 1175ms | tok/sec: 55,757 | mfu: 0.1% | epoch: 1388 | remaining: 72s    
step 00206 (75.9%) | loss: 0.008261 | lrm: 0.48 | dt: 1181ms | tok/sec: 55,468 | mfu: 0.1% | epoch: 1395 | remaining: 71s    
step 00207 (76.3%) | loss: 0.008189 | lrm: 0.47 | dt: 1170ms | tok/sec: 56,025 | mfu: 0.1% | epoch: 1401 | remaining: 70s    
step 00208 (76.7%) | loss: 0.008043 | lrm: 0.47 | dt: 1173ms | tok/sec: 55,853 | mfu: 0.1% | epoch: 1408 | remaining: 69s    
step 00209 (77.1%) | loss: 0.007937 | lrm: 0.46 | dt: 1175ms | tok/sec: 55,778 | mfu: 0.1% | epoch: 1415 | remaining: 67s    
step 00210 (77.5%) | loss: 0.007956 | lrm: 0.45 | dt: 1170ms | tok/sec: 56,025 | mfu: 0.1% | epoch: 1422 | remaining: 66s    
step 00211 (77.9%) | loss: 0.007795 | lrm: 0.44 | dt: 1170ms | tok/sec: 56,007 | mfu: 0.1% | epoch: 1428 | remaining: 65s    
step 00212 (78.3%) | loss: 0.007705 | lrm: 0.43 | dt: 1174ms | tok/sec: 55,806 | mfu: 0.1% | epoch: 1435 | remaining: 64s    
step 00213 (78.7%) | loss: 0.007586 | lrm: 0.43 | dt: 1171ms | tok/sec: 55,958 | mfu: 0.1% | epoch: 1442 | remaining: 63s    
step 00214 (79.1%) | loss: 0.007487 | lrm: 0.42 | dt: 1170ms | tok/sec: 56,025 | mfu: 0.1% | epoch: 1448 | remaining: 62s    
step 00215 (79.5%) | loss: 0.007351 | lrm: 0.41 | dt: 1173ms | tok/sec: 55,881 | mfu: 0.1% | epoch: 1455 | remaining: 60s    
step 00216 (79.9%) | loss: 0.007284 | lrm: 0.40 | dt: 1172ms | tok/sec: 55,932 | mfu: 0.1% | epoch: 1462 | remaining: 59s    
step 00217 (80.2%) | loss: 0.007169 | lrm: 0.40 | dt: 1170ms | tok/sec: 56,007 | mfu: 0.1% | epoch: 1468 | remaining: 58s    
step 00218 (80.6%) | loss: 0.007102 | lrm: 0.39 | dt: 1166ms | tok/sec: 56,206 | mfu: 0.1% | epoch: 1475 | remaining: 57s    
step 00219 (81.0%) | loss: 0.006964 | lrm: 0.38 | dt: 1172ms | tok/sec: 55,927 | mfu: 0.1% | epoch: 1482 | remaining: 56s    
step 00220 (81.4%) | loss: 0.006964 | lrm: 0.37 | dt: 1177ms | tok/sec: 55,680 | mfu: 0.1% | epoch: 1489 | remaining: 55s    
step 00221 (81.8%) | loss: 0.006838 | lrm: 0.36 | dt: 1170ms | tok/sec: 55,991 | mfu: 0.1% | epoch: 1495 | remaining: 53s    
step 00222 (82.2%) | loss: 0.006744 | lrm: 0.36 | dt: 1178ms | tok/sec: 55,644 | mfu: 0.1% | epoch: 1502 | remaining: 52s    
step 00223 (82.6%) | loss: 0.006691 | lrm: 0.35 | dt: 1196ms | tok/sec: 54,802 | mfu: 0.1% | epoch: 1509 | remaining: 51s    
step 00224 (83.0%) | loss: 0.006633 | lrm: 0.34 | dt: 1179ms | tok/sec: 55,591 | mfu: 0.1% | epoch: 1515 | remaining: 50s    
step 00225 (83.4%) | loss: 0.006563 | lrm: 0.33 | dt: 1174ms | tok/sec: 55,805 | mfu: 0.1% | epoch: 1522 | remaining: 49s    
step 00226 (83.8%) | loss: 0.006520 | lrm: 0.32 | dt: 1159ms | tok/sec: 56,565 | mfu: 0.1% | epoch: 1529 | remaining: 48s    
step 00227 (84.2%) | loss: 0.006470 | lrm: 0.32 | dt: 1182ms | tok/sec: 55,455 | mfu: 0.1% | epoch: 1536 | remaining: 46s    
step 00228 (84.6%) | loss: 0.006361 | lrm: 0.31 | dt: 1176ms | tok/sec: 55,744 | mfu: 0.1% | epoch: 1542 | remaining: 45s    
step 00229 (84.9%) | loss: 0.006250 | lrm: 0.30 | dt: 1180ms | tok/sec: 55,545 | mfu: 0.1% | epoch: 1549 | remaining: 44s    
step 00230 (85.3%) | loss: 0.006211 | lrm: 0.29 | dt: 1175ms | tok/sec: 55,760 | mfu: 0.1% | epoch: 1556 | remaining: 43s    
step 00231 (85.7%) | loss: 0.006127 | lrm: 0.29 | dt: 1180ms | tok/sec: 55,543 | mfu: 0.1% | epoch: 1562 | remaining: 42s    
step 00232 (86.1%) | loss: 0.006056 | lrm: 0.28 | dt: 1185ms | tok/sec: 55,294 | mfu: 0.1% | epoch: 1569 | remaining: 40s    
step 00233 (86.5%) | loss: 0.006057 | lrm: 0.27 | dt: 1174ms | tok/sec: 55,821 | mfu: 0.1% | epoch: 1576 | remaining: 39s    
step 00234 (86.9%) | loss: 0.005950 | lrm: 0.26 | dt: 1187ms | tok/sec: 55,225 | mfu: 0.1% | epoch: 1582 | remaining: 38s    
step 00235 (87.3%) | loss: 0.005897 | lrm: 0.25 | dt: 1172ms | tok/sec: 55,940 | mfu: 0.1% | epoch: 1589 | remaining: 37s    
step 00236 (87.7%) | loss: 0.005895 | lrm: 0.25 | dt: 1205ms | tok/sec: 54,383 | mfu: 0.1% | epoch: 1596 | remaining: 36s    
step 00237 (88.1%) | loss: 0.005799 | lrm: 0.24 | dt: 1174ms | tok/sec: 55,827 | mfu: 0.1% | epoch: 1603 | remaining: 35s    
step 00238 (88.5%) | loss: 0.005761 | lrm: 0.23 | dt: 1171ms | tok/sec: 55,982 | mfu: 0.1% | epoch: 1609 | remaining: 33s    
step 00239 (88.9%) | loss: 0.005675 | lrm: 0.22 | dt: 1165ms | tok/sec: 56,230 | mfu: 0.1% | epoch: 1616 | remaining: 32s    
step 00240 (89.3%) | loss: 0.005618 | lrm: 0.21 | dt: 1165ms | tok/sec: 56,265 | mfu: 0.1% | epoch: 1623 | remaining: 31s    
step 00241 (89.7%) | loss: 0.005561 | lrm: 0.21 | dt: 1167ms | tok/sec: 56,173 | mfu: 0.1% | epoch: 1629 | remaining: 30s    
step 00242 (90.0%) | loss: 0.005515 | lrm: 0.20 | dt: 1164ms | tok/sec: 56,283 | mfu: 0.1% | epoch: 1636 | remaining: 29s    
step 00243 (90.4%) | loss: 0.005498 | lrm: 0.19 | dt: 1168ms | tok/sec: 56,125 | mfu: 0.1% | epoch: 1643 | remaining: 28s    
step 00244 (90.8%) | loss: 0.005405 | lrm: 0.18 | dt: 1166ms | tok/sec: 56,184 | mfu: 0.1% | epoch: 1650 | remaining: 26s    
step 00245 (91.2%) | loss: 0.005342 | lrm: 0.18 | dt: 1168ms | tok/sec: 56,094 | mfu: 0.1% | epoch: 1656 | remaining: 25s    
step 00246 (91.6%) | loss: 0.005275 | lrm: 0.17 | dt: 1166ms | tok/sec: 56,211 | mfu: 0.1% | epoch: 1663 | remaining: 24s    
step 00247 (92.0%) | loss: 0.005184 | lrm: 0.16 | dt: 1165ms | tok/sec: 56,256 | mfu: 0.1% | epoch: 1670 | remaining: 23s    
step 00248 (92.4%) | loss: 0.005110 | lrm: 0.15 | dt: 1167ms | tok/sec: 56,157 | mfu: 0.1% | epoch: 1676 | remaining: 22s    
step 00249 (92.8%) | loss: 0.005051 | lrm: 0.14 | dt: 1166ms | tok/sec: 56,202 | mfu: 0.1% | epoch: 1683 | remaining: 21s    
step 00250 (93.2%) | loss: 0.004986 | lrm: 0.14 | dt: 1171ms | tok/sec: 55,952 | mfu: 0.1% | epoch: 1690 | remaining: 19s    
step 00251 (93.5%) | loss: 0.004980 | lrm: 0.13 | dt: 1166ms | tok/sec: 56,223 | mfu: 0.1% | epoch: 1696 | remaining: 18s    
step 00252 (93.9%) | loss: 0.004960 | lrm: 0.12 | dt: 1166ms | tok/sec: 56,187 | mfu: 0.1% | epoch: 1703 | remaining: 17s    
step 00253 (94.3%) | loss: 0.004898 | lrm: 0.11 | dt: 1163ms | tok/sec: 56,349 | mfu: 0.1% | epoch: 1710 | remaining: 16s    
step 00254 (94.7%) | loss: 0.004863 | lrm: 0.11 | dt: 1166ms | tok/sec: 56,201 | mfu: 0.1% | epoch: 1717 | remaining: 15s    
step 00255 (95.1%) | loss: 0.004815 | lrm: 0.10 | dt: 1168ms | tok/sec: 56,095 | mfu: 0.1% | epoch: 1723 | remaining: 14s    
step 00256 (95.5%) | loss: 0.004794 | lrm: 0.09 | dt: 1166ms | tok/sec: 56,215 | mfu: 0.1% | epoch: 1730 | remaining: 12s    
step 00257 (95.9%) | loss: 0.004734 | lrm: 0.08 | dt: 1210ms | tok/sec: 54,143 | mfu: 0.1% | epoch: 1737 | remaining: 11s    
step 00258 (96.3%) | loss: 0.004705 | lrm: 0.07 | dt: 1162ms | tok/sec: 56,396 | mfu: 0.1% | epoch: 1743 | remaining: 10s    
step 00259 (96.7%) | loss: 0.004682 | lrm: 0.07 | dt: 1161ms | tok/sec: 56,437 | mfu: 0.1% | epoch: 1750 | remaining: 9s    
step 00260 (97.1%) | loss: 0.004621 | lrm: 0.06 | dt: 1165ms | tok/sec: 56,258 | mfu: 0.1% | epoch: 1757 | remaining: 8s    
step 00261 (97.4%) | loss: 0.004548 | lrm: 0.05 | dt: 1159ms | tok/sec: 56,545 | mfu: 0.1% | epoch: 1764 | remaining: 7s    
step 00262 (97.8%) | loss: 0.004500 | lrm: 0.04 | dt: 1162ms | tok/sec: 56,397 | mfu: 0.1% | epoch: 1770 | remaining: 5s    
step 00263 (98.2%) | loss: 0.004465 | lrm: 0.04 | dt: 1162ms | tok/sec: 56,387 | mfu: 0.1% | epoch: 1777 | remaining: 4s    
step 00264 (98.6%) | loss: 0.004418 | lrm: 0.03 | dt: 1158ms | tok/sec: 56,605 | mfu: 0.1% | epoch: 1784 | remaining: 3s    
step 00265 (99.0%) | loss: 0.004408 | lrm: 0.02 | dt: 1163ms | tok/sec: 56,370 | mfu: 0.1% | epoch: 1790 | remaining: 2s    
step 00266 (99.4%) | loss: 0.004391 | lrm: 0.01 | dt: 1160ms | tok/sec: 56,512 | mfu: 0.1% | epoch: 1797 | remaining: 1s    
step 00267 (99.8%) | loss: 0.004369 | lrm: 0.00 | dt: 1160ms | tok/sec: 56,502 | mfu: 0.1% | epoch: 1804 | remaining: 0s    
Accuracy: 20/29 = 0.689655
---
val_acc:          0.689655
training_seconds: 300.5
total_seconds:    315.0
peak_vram_mb:     0.0
mfu_percent:      0.08
total_tokens_M:   17.6
num_steps:        268
num_params_M:     0.8
depth:            3
